"","user_id","family_senti","partner_senti","self_senti"
"1",16,-0.333333333333333,0,0.333333333333333
"2",56,-0.5,0,-1
"3",137,-0.25,0,-0.25
"4",152,0,0,0
"5",370,0,-0.166666666666667,-1.5
"6",706,0,0,0
"7",967,-0.218181818181818,0,-0.218181818181818
"8",981,0.2,-0.2,0
"9",1215,0.666666666666667,0,0
"10",1233,-0.666666666666667,0,0
"11",1288,0.166666666666667,-0.333333333333333,-0.166666666666667
"12",1318,0.4,0,0
"13",1419,0,0,0
"14",1489,0,0,0
"15",1500,-2,0,0
"16",1526,0,0,0.5
"17",1610,0,0,0
"18",1690,0,0,0
"19",1854,-0.333333333333333,0,-1
"20",2071,0,0,0
"21",2103,0.666666666666667,0,0
"22",2205,0,0,-0.181818181818182
"23",2370,-0.5,0,0
"24",2435,-1,0,0
"25",2655,0,0,0
"26",2667,-3,0,-3
"27",2835,-0.326086956521739,0,-0.0652173913043478
"28",2853,0.75,-1,0
"29",3032,-0.8,-0.4,-0.4
"30",3236,-0.25,0,0
"31",3344,-1,0,0
"32",3402,0,0,0
"33",3700,-1,0,0
"34",3730,-0.428571428571429,0,0
"35",3973,-0.375,-0.125,0.125
"36",4031,-0.2,-1.2,-0.2
"37",4132,-0.411764705882353,-0.352941176470588,0.0588235294117647
"38",4184,0,0,0
"39",4192,0,0,0
"40",4193,-1.5,0,-0.5
"41",4517,-0.0892857142857143,0,-0.125
"42",4606,0.5,0,-1.5
"43",4796,0,-2,0
"44",4831,0,-0.166666666666667,0
"45",4897,-1,0,0
"46",4983,-1,0,-1
"47",5004,0,0,0
"48",5096,0,-0.333333333333333,0
"49",5169,0,0,0
"50",5170,0.25,0,0
"51",5196,0.2,0,0
"52",5215,0,0,0
"53",5227,0.8,-0.2,0
"54",5406,0,0,0
"55",5422,-0.666666666666667,0,0
"56",5548,0,0,0.25
"57",5611,0,-0.666666666666667,0
"58",5657,0,0,0
"59",5782,0,-0.375,0
"60",5791,0,0,-0.21875
"61",5827,0.157894736842105,0,-0.105263157894737
"62",5985,-0.111111111111111,0,-0.444444444444444
"63",6198,0,0,0
"64",6234,0,0,-1
"65",6317,-0.5,-1.5,0
"66",6370,-0.04,-0.24,-0.12
"67",6375,0.25,0,0
"68",6537,-0.692307692307692,0.230769230769231,-0.692307692307692
"69",6826,-1,0,0
"70",6949,0,0,0
"71",6987,-0.5,0,0
"72",7007,-0.4,0,-0.6
"73",7241,-0.555555555555556,-0.111111111111111,-0.333333333333333
"74",7312,1,0,0
"75",7371,-0.5,-0.5,0
"76",7489,-0.5,0,-0.5
"77",7658,0,-0.428571428571429,0
"78",7662,-0.347826086956522,0,-0.0869565217391304
"79",7801,0,0,0
"80",7864,0,0,0
"81",7904,-0.428571428571429,-0.142857142857143,0
"82",8215,-0.0555555555555556,0,0.0555555555555556
"83",8454,0.5,0,0
"84",8554,0,0,0
"85",8588,-0.0485436893203883,-0.058252427184466,-0.029126213592233
"86",8622,0.2,0,0
"87",8720,0.166666666666667,-0.166666666666667,0
"88",8759,-1,-1,0
"89",8821,0,0,0
"90",8874,0,0,-0.166666666666667
"91",8907,-0.5,0.5,-0.75
"92",8961,0,0,0
"93",8967,0,0.8,0
"94",9079,0.0666666666666667,-0.0666666666666667,-0.133333333333333
"95",9174,-0.142857142857143,-0.714285714285714,-0.285714285714286
"96",9212,0,-0.666666666666667,0
"97",9398,-0.5625,-0.0625,-0.25
"98",9583,0,0,0
"99",9605,0,0.2,-0.2
"100",9658,0,0,0
"101",9787,0.333333333333333,0.666666666666667,0
"102",9945,-0.25,-0.107142857142857,0
"103",10146,-0.25,0,0
"104",10171,-0.25,0,-0.5
"105",10276,0,0,-0.0740740740740741
"106",10283,0,-0.307692307692308,-0.538461538461538
"107",10287,-0.166666666666667,-0.5,0.166666666666667
"108",10360,-1,-0.2,-0.4
"109",10400,-1,-0.6,-2.2
"110",10701,0,0,0
"111",10753,0,-0.666666666666667,0
"112",10799,-0.291666666666667,-0.0833333333333333,-0.208333333333333
"113",10835,-0.0769230769230769,0.0769230769230769,0.115384615384615
"114",10869,-0.181818181818182,0,0
"115",10914,1,2,0
"116",10977,-0.666666666666667,-0.5,-0.166666666666667
"117",11349,0.5,0,0
"118",11455,-1,0,0
"119",11464,0,0,-1
"120",11534,0,-0.0769230769230769,-0.0769230769230769
"121",11885,-1.4,0,-0.6
"122",11907,-0.625,-0.375,-0.125
"123",11978,0,-0.2,-0.3
"124",12096,-0.0571428571428571,0,-0.228571428571429
"125",12192,-1,0,0
"126",12216,0,0,0
"127",12447,-0.5,0,1
"128",12900,-0.5,0,-0.875
"129",13018,-0.333333333333333,-0.666666666666667,-0.333333333333333
"130",13074,0.111111111111111,0,-0.444444444444444
"131",13197,-0.0714285714285714,-0.142857142857143,-0.642857142857143
"132",13199,0.0555555555555556,0,-0.388888888888889
"133",13221,-0.285714285714286,-0.285714285714286,-0.285714285714286
"134",13291,0,0,0
"135",13317,1,-1,-0.666666666666667
"136",13347,1,0,0
"137",13704,0,0,0
"138",13750,-1,0,0
"139",13814,0.117647058823529,0,-0.470588235294118
"140",13957,-1,0,0
"141",13995,-0.5,0,0
"142",14406,0,0,0
"143",14492,0,-0.333333333333333,-0.111111111111111
"144",14542,-1,-1.5,-0.5
"145",14574,-1.66666666666667,-0.333333333333333,-0.666666666666667
"146",14623,0,-0.5,-0.75
"147",14635,-1,0,0
"148",14637,-1.33333333333333,-0.666666666666667,0
"149",15000,-0.285714285714286,-0.428571428571429,-0.428571428571429
"150",15033,0,0,0
"151",15127,-0.6,0,0
"152",15152,0.5,0,-1
"153",15163,0.285714285714286,0,-0.214285714285714
"154",15195,-0.2,0.8,-1
"155",15355,0.5,0,0
"156",15416,-2,0,0
"157",15566,0,-0.2,0
"158",15611,-1.5,0,-1
"159",15696,0,0,0
"160",15769,-0.4,0,0
"161",15870,0,0,0.5
"162",15914,-0.166666666666667,0,-0.333333333333333
"163",15979,-0.4,0,-0.8
"164",15984,0,0.5,1
"165",16035,0,0,-0.6
"166",16093,-1,0,-1.66666666666667
"167",16175,-0.157894736842105,0,-0.210526315789474
"168",16310,-0.5,0,0
"169",16392,0,0.125,-0.5
"170",16402,0.833333333333333,0,0
"171",16441,-0.25,0.375,0
"172",16609,0,-3,-2
"173",16719,0,0,0
"174",16723,-1,0,0
"175",16768,-0.5,-0.333333333333333,-0.166666666666667
"176",16807,0.666666666666667,-0.333333333333333,-0.666666666666667
"177",16927,-0.125,0,0
"178",16955,0,0,0
"179",17406,0,0,0
"180",17468,1,0,-2
"181",17708,0.25,0,0
"182",17946,0.142857142857143,0,-0.285714285714286
"183",18136,-0.025,-0.05,-0.1
"184",18209,0.333333333333333,0,0
"185",18262,0.2,0.2,0
"186",18362,-1.5,-0.75,0
"187",18482,0,0,0
"188",18583,1,0,0
"189",18647,-0.5,0,-1.5
"190",18752,-0.142857142857143,0,0
"191",18787,-0.352941176470588,0.176470588235294,0.176470588235294
"192",18824,0,0,0
"193",18869,-0.181818181818182,-0.181818181818182,-0.363636363636364
"194",19021,0,0,0
"195",19089,0,0,-0.2
"196",19113,0,-3,1
"197",19339,0,0,-1
"198",19347,0,0,-0.25
"199",19368,0.0833333333333333,0,-0.0833333333333333
"200",19409,0,0,0
"201",19512,0.0769230769230769,-0.0769230769230769,-0.307692307692308
"202",19832,0,0,0
"203",19871,0,-0.08,-0.08
"204",19941,-1,-1,0
"205",19955,0,0,0
"206",19959,1,0.5,0
"207",19994,0,0,0.25
"208",20019,-0.5,0.5,0
"209",20127,0,0,0
"210",20211,0.25,0,0
"211",20386,0,0,0
"212",20406,0,0,0
"213",20488,0,0,0
"214",20503,-0.125,-0.125,0
"215",20508,-0.142857142857143,0,-0.285714285714286
"216",20747,-1,0,-3
"217",20841,0,0,0
"218",20908,-0.2,-0.0285714285714286,-0.742857142857143
"219",21174,-0.3,0,-0.2
"220",21291,0,0,0
"221",21485,0,0,0
"222",21773,0.142857142857143,0,0
"223",21780,-0.294117647058824,0.0588235294117647,-0.176470588235294
"224",21808,0.5,0,0
"225",21909,0,-0.4,-0.2
"226",21999,-0.4,-0.2,0
"227",22002,-0.2,0,0
"228",22006,0,0,0
"229",22015,-1,0,-0.5
"230",22134,0.0333333333333333,-0.0666666666666667,-0.1
"231",22354,-0.8,0,0
"232",22733,0.111111111111111,0,0
"233",22913,0,0,0
"234",23308,-0.208333333333333,0,-0.0416666666666667
"235",23785,0,0,0
"236",24169,0,-2,0
"237",24226,0,-0.206896551724138,-0.0344827586206897
"238",24255,0.285714285714286,-0.214285714285714,-0.142857142857143
"239",24836,-0.5,0,-0.375
"240",24839,0,0,0
"241",25055,-2,0,0
"242",25368,0.037037037037037,0,-0.111111111111111
"243",25479,0,1,1
"244",25499,-0.333333333333333,0,-0.5
"245",25502,-0.25,0,0
"246",25865,-0.25,0,0.5
"247",26024,-0.1,-0.1,-0.2
"248",26047,-1,0,0
"249",26174,0,0,0
"250",26179,-0.5,0.125,0
"251",26244,0,0,0
"252",26306,0,-0.4,0
"253",26433,-0.5,0,0
"254",26474,0,0,-0.619047619047619
"255",26545,0,-2,-2
"256",26646,0.2,0.6,-0.2
"257",26683,-1,1,-1
"258",26741,-0.166666666666667,0,-0.333333333333333
"259",26849,-2,0,0
"260",26864,-0.125,-0.25,-0.125
"261",26915,0,-0.666666666666667,0
"262",27116,0,0,0
"263",27149,-1,0,0
"264",27495,-1.16666666666667,0,0
"265",27553,0.5,0,0
"266",27668,0.176470588235294,-0.176470588235294,0
"267",27877,0,-1,-0.5
"268",28071,-0.333333333333333,0,-0.333333333333333
"269",28252,0,0,0
"270",28380,0,0,0
"271",28703,0,0,0
"272",28721,-0.142857142857143,0,-0.857142857142857
"273",28983,-0.333333333333333,0,-1
"274",29020,-0.4,-0.6,-0.2
"275",29053,0,0,-0.222222222222222
"276",29216,0,-4,0
"277",29426,0,0,-0.25
"278",29434,1,0,0
"279",29478,0.166666666666667,0.166666666666667,0
"280",29598,-0.694444444444444,-0.0833333333333333,-0.0555555555555556
"281",29627,0,0,0
"282",29644,0.125,-0.25,-0.75
"283",29648,0,0,-1
"284",30049,-0.5,0,0
"285",30107,1,0,0
"286",30316,-0.0865384615384615,-0.0192307692307692,-0.240384615384615
"287",30432,-1.5,0,-1
"288",30566,0.171428571428571,0,-0.0285714285714286
"289",30759,-1,0,0
"290",30945,-1,0,0
"291",30972,0,0,0
"292",30974,0,0,0
"293",31083,-2,0,0
"294",31287,-0.166666666666667,0,0
"295",31300,-3,-2,0
"296",31370,-0.5,0.333333333333333,0
"297",31691,-0.0666666666666667,-0.0666666666666667,-0.6
"298",31724,0,0,0
"299",31839,-1,0,0
"300",32057,-0.25,0.5,-0.5
"301",32063,-0.125,0,-0.5
"302",32114,0,0,0.032258064516129
"303",32144,-0.25,-0.25,-0.25
"304",32225,0.5,0,0
"305",32261,0,-0.5,0
"306",32267,0,0,0
"307",32280,0,-2,0
"308",32463,-1.16666666666667,-0.5,-0.333333333333333
"309",32599,0.0588235294117647,0,0
"310",32621,0,0.5,0
"311",32625,-0.0666666666666667,0,0.0333333333333333
