user_id,achievement,shame,affection,aggression,anger,cheerfulness,disappointment,disgust,dispute,emotional,fear,fun,hate,joy,love,negative_emotion,nervousness,optimism,pain,positive_emotion,suffering,alcohol,appearance,attractive,banking,money,body,health,injury,medical_emergency,death,friends,help
16,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.003401360544217687,0.009433962264150943,0.009433962264150943,0.0,0.003401360544217687,0.0,0.009433962264150943,0.02644076498523938,0.009433962264150943,0.019638043896804003,0.01283532280836863,0.01020408163265306,0.006802721088435374,0.0,0.0,0.0,0.0,0.006802721088435374,0.009433962264150943,0.0,0.0,0.0,0.01020408163265306,0.0,0.0
56,0.0,0.020923520923520924,0.0,0.0,0.0,0.0,0.0,0.0,0.02886002886002886,0.0,0.0,0.0,0.0,0.0,0.020923520923520924,0.006493506493506494,0.020923520923520924,0.0,0.020923520923520924,0.01443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.020923520923520924,0.0,0.0,0.0,0.0,0.01443001443001443,0.022366522366522368
137,0.0,0.007874015748031496,0.003937007874015748,0.003937007874015748,0.0,0.003937007874015748,0.003937007874015748,0.0,0.0,0.0,0.003937007874015748,0.0,0.011811023622047244,0.003937007874015748,0.007874015748031496,0.01968503937007874,0.007874015748031496,0.011811023622047244,0.007874015748031496,0.015748031496062992,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.003937007874015748,0.0,0.003937007874015748,0.003937007874015748,0.011811023622047244
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.08928571428571429
967,0.0033164634613909974,0.008707565424254004,0.0006184291898577613,0.0015527950310559005,0.0,0.0,0.0,0.0,0.0,0.009206945015500591,0.0006184291898577613,0.0,0.008615946285015818,0.0016611820574281473,0.006960664881052966,0.011086339270135798,0.0044508354681995705,0.0022796112472859083,0.007556425530311371,0.0006184291898577613,0.004766772119539948,0.0015527950310559005,0.001763668430335097,0.0006184291898577613,0.0,0.0006184291898577613,0.005596074708676906,0.0010427528675703858,0.006422053523502799,0.0010427528675703858,0.007978172328869765,0.008545064374292618,0.004658385093167702
981,0.003076923076923077,0.009230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.0,0.0,0.006153846153846154,0.0,0.009230769230769232,0.012307692307692308,0.009230769230769232,0.0,0.009230769230769232,0.0,0.006153846153846154,0.0,0.0,0.0,0.0,0.0,0.009230769230769232,0.0,0.0,0.0,0.0,0.009230769230769232,0.0
1215,0.0,0.008849557522123894,0.01327433628318584,0.0,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.022123893805309734,0.017699115044247787,0.0,0.008849557522123894,0.0,0.017699115044247787,0.004424778761061947,0.0,0.0,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.01327433628318584,0.0
1233,0.0,0.0,0.009009009009009009,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.0,0.018018018018018018,0.009009009009009009,0.0,0.02702702702702703,0.0,0.009009009009009009,0.05405405405405406,0.009009009009009009,0.018018018018018018,0.018018018018018018,0.04504504504504504,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.02702702702702703,0.009009009009009009
1288,0.0,0.0,0.007575757575757576,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.007575757575757576,0.0,0.0,0.007575757575757576,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.015151515151515152,0.0,0.0,0.0,0.0,0.007575757575757576,0.0
1318,0.0,0.016216216216216217,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.010810810810810811,0.0,0.005405405405405406,0.005405405405405406,0.010810810810810811,0.016216216216216217,0.021621621621621623,0.005405405405405406,0.032432432432432434,0.016216216216216217,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.016216216216216217,0.016216216216216217,0.016216216216216217,0.010810810810810811,0.0,0.010810810810810811,0.010810810810810811
1419,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.03424657534246575,0.0136986301369863,0.0,0.0136986301369863,0.0,0.00684931506849315,0.02054794520547945,0.0,0.00684931506849315,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.02054794520547945,0.0136986301369863,0.00684931506849315
1489,0.0,0.0,0.0,0.008064516129032258,0.008064516129032258,0.0,0.0,0.008064516129032258,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.016129032258064516,0.008064516129032258,0.0,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0
1500,0.0,0.0,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.00684931506849315,0.0136986301369863,0.0,0.0,0.0,0.00684931506849315,0.03424657534246575,0.0136986301369863,0.00684931506849315,0.00684931506849315,0.02054794520547945,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0136986301369863,0.0136986301369863,0.00684931506849315
1526,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0
1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
