,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount
0,22002.0,21.0,44.15,1.0,16.682242990654206
1,22006.0,44.0,23.27906976744186,0.0,104.3125
2,22014.0,27.0,38.03846153846154,1.0,31.208333333333332
3,22015.0,20.0,57.36842105263158,1.0,58.72727272727273
4,22023.0,138.0,11.992700729927007,0.0,1.0
5,22028.0,149.0,7.074324324324325,1.0,2.2857142857142856
6,22029.0,16.0,45.13333333333333,1.0,34.925233644859816
7,22030.0,1648.0,0.5555555555555556,0.0,17.181818181818183
8,22034.0,76.0,22.36,0.0,63.85
9,22037.0,34.0,18.0,0.0,78.76190476190476
10,22041.0,11.0,15.8,1.0,36.91304347826087
11,22044.0,43.0,13.095238095238095,1.0,94.17391304347827
12,22046.0,56.0,9.527272727272727,1.0,35.8
13,22056.0,78.0,10.779220779220779,0.0,18.5
14,22058.0,14.0,41.07692307692308,1.0,115.07692307692308
15,22066.0,33.0,23.5,0.0,19.4125
16,22067.0,80.0,23.31645569620253,1.0,40.611111111111114
17,22072.0,61.0,10.333333333333334,0.0,39.27272727272727
18,22077.0,44.0,9.744186046511627,0.0,5.3
19,22080.0,22.0,3.3333333333333335,0.0,1.0
20,22081.0,145.0,2.7569444444444446,0.0,2.923076923076923
21,22086.0,381.0,4.052631578947368,0.0,50.43589743589744
22,22089.0,107.0,6.830188679245283,1.0,27.923529411764704
23,22096.0,21.0,60.15,1.0,21.545454545454547
24,22104.0,92.0,21.296703296703296,1.0,37.733333333333334
25,22117.0,117.0,6.370689655172414,1.0,29.714285714285715
26,22121.0,43.0,17.285714285714285,1.0,8.443548387096774
27,22126.0,186.0,6.583783783783784,0.0,11.973684210526315
28,22134.0,118.0,11.205128205128204,0.0,40.758620689655174
29,22136.0,474.0,2.315010570824524,0.0,1.0
30,22143.0,14.0,78.23076923076923,1.0,17.908163265306122
31,22150.0,19.0,42.888888888888886,1.0,25.791666666666668
32,22154.0,138.0,14.474452554744525,0.0,1.0
33,22156.0,71.0,18.957142857142856,1.0,1.1153846153846154
34,22158.0,441.0,0.10454545454545454,0.0,16.08080808080808
35,22160.0,27.0,56.15384615384615,1.0,10.043478260869565
36,22161.0,225.0,8.78125,0.0,108.13333333333334
37,22163.0,13.0,115.16666666666667,1.0,4.5
38,22166.0,302.0,4.6112956810631225,0.0,1.0
39,22171.0,37.0,34.5,0.0,1.0
40,22174.0,672.0,1.6482861400894189,0.0,24.0
41,22178.0,41.0,12.625,1.0,65.46666666666667
42,22187.0,18.0,10.647058823529411,0.0,1.0
43,22188.0,31.0,13.766666666666667,1.0,6.558139534883721
44,22192.0,144.0,7.230769230769231,0.0,35.25
45,22193.0,15.0,67.64285714285714,0.0,66.86206896551724
46,22203.0,37.0,55.72222222222222,0.0,10.947368421052632
47,22204.0,44.0,22.790697674418606,1.0,65.41758241758242
48,22214.0,136.0,10.851851851851851,0.0,259.6875
49,22216.0,17.0,68.875,1.0,1.0
50,22217.0,21.0,24.9,0.0,64.76470588235294
51,22223.0,21.0,49.1,0.0,117.52380952380952
52,22228.0,101.0,3.48,1.0,1.0
53,22232.0,36.0,10.8,0.0,4.6521739130434785
54,22233.0,11.0,42.4,1.0,39.214285714285715
55,22235.0,59.0,10.448275862068966,0.0,1.0
56,22245.0,103.0,9.294117647058824,0.0,48.57142857142857
57,22252.0,1240.0,1.7861178369652946,0.0,27.333333333333332
58,22257.0,12.0,21.09090909090909,1.0,31.483870967741936
59,22260.0,13.0,14.583333333333334,0.0,24.03448275862069
60,22263.0,19.0,2.5,1.0,46.17307692307692
61,22264.0,18.0,10.882352941176471,0.0,1.0
62,22271.0,17.0,37.625,1.0,18.0
63,22272.0,453.0,1.334070796460177,0.0,18.75
64,22273.0,17.0,44.625,0.0,6.0
65,22274.0,80.0,13.89873417721519,1.0,48.0
66,22275.0,15.0,120.14285714285714,0.0,50.142857142857146
67,22284.0,39.0,39.23684210526316,1.0,25.891129032258064
68,22285.0,38.0,19.43243243243243,0.0,1.0
69,22286.0,79.0,16.82051282051282,1.0,1.0
70,22289.0,126.0,9.16,1.0,1.0
71,22297.0,62.0,28.9672131147541,0.0,23.363636363636363
72,22299.0,112.0,10.054054054054054,0.0,25.682926829268293
73,22306.0,26.0,29.4,1.0,1.0
74,22314.0,55.0,14.462962962962964,1.0,30.27777777777778
75,22316.0,219.0,4.5963302752293576,0.0,22.88235294117647
76,22318.0,32.0,12.483870967741936,1.0,1.0
77,22323.0,64.0,15.396825396825397,1.0,6.775
78,22325.0,17.0,59.25,1.0,1.0
79,22328.0,44.0,23.88372093023256,1.0,19.42105263157895
80,22334.0,172.0,7.356725146198831,0.0,76.23529411764706
81,22335.0,50.0,18.551020408163264,0.0,16.261904761904763
82,22341.0,353.0,3.272727272727273,1.0,38.25
83,22342.0,22.0,52.61904761904762,0.0,6.285714285714286
84,22347.0,60.0,31.847457627118644,1.0,14.915094339622641
85,22352.0,144.0,10.503496503496503,0.0,1.0
86,22353.0,34.0,14.272727272727273,1.0,84.82352941176471
87,22354.0,86.0,0.8823529411764706,0.0,88.85185185185185
88,22356.0,29.0,40.42857142857143,1.0,37.214285714285715
89,22363.0,203.0,0.698019801980198,0.0,10.8125
90,22369.0,90.0,4.359550561797753,0.0,1.1428571428571428
91,22371.0,77.0,15.75,1.0,54.166666666666664
92,22372.0,48.0,15.063829787234043,1.0,1.0
93,22375.0,208.0,0.8695652173913043,0.0,28.659574468085108
94,22376.0,231.0,7.282608695652174,1.0,11.898305084745763
95,22383.0,89.0,13.954545454545455,1.0,6.434782608695652
96,22385.0,13.0,26.416666666666668,1.0,8.008968609865471
97,22400.0,57.0,8.571428571428571,1.0,7.571428571428571
98,22407.0,13.0,22.333333333333332,0.0,96.0
99,22408.0,18.0,55.470588235294116,0.0,2.8125
100,22409.0,16.0,50.93333333333333,1.0,18.428571428571427
101,22413.0,40.0,26.615384615384617,1.0,1.0
102,22416.0,338.0,2.2255192878338277,1.0,1.0
103,22424.0,40.0,6.256410256410256,0.0,1.0
104,22427.0,46.0,20.31111111111111,1.0,171.0909090909091
105,22450.0,590.0,2.864176570458404,0.0,19.08695652173913
106,22457.0,906.0,2.342541436464088,0.0,94.71428571428571
107,22460.0,234.0,4.412017167381975,0.0,58.0
108,22462.0,56.0,12.127272727272727,1.0,12.947368421052632
109,22463.0,24.0,44.82608695652174,1.0,73.65384615384616
110,22476.0,19.0,32.55555555555556,1.0,7.090909090909091
111,22477.0,26.0,31.92,1.0,1.0
112,22479.0,30.0,21.448275862068964,0.0,12.5
113,22480.0,55.0,20.037037037037038,1.0,1.0
114,22484.0,50.0,4.612244897959184,0.0,1.0
